epoch,accuracy,loss,val_accuracy,val_loss
61,0.46875,1.3025727272033691,0.5628308653831482,1.1345925331115723
62,0.5101300477981567,1.283539056777954,0.5643633604049683,1.1298344135284424
63,0.59375,1.2518717050552368,0.5646419525146484,1.1288495063781738
64,0.5146284699440002,1.2744324207305908,0.5650599002838135,1.135399580001831
65,0.59375,1.2828962802886963,0.5654778480529785,1.1379146575927734
66,0.5181504487991333,1.2657475471496582,0.5684034824371338,1.1369825601577759
67,0.40625,1.3192930221557617,0.5706325173377991,1.1336257457733154
68,0.5199288725852966,1.2707982063293457,0.5585120916366577,1.136425256729126
69,0.59375,1.102360725402832,0.5586514472961426,1.1363648176193237
70,0.5176970958709717,1.267782211303711,0.5586514472961426,1.1365623474121094
71,0.5,1.284759759902954,0.5590693950653076,1.1378060579299927
72,0.5192314386367798,1.2645736932754517,0.5760657787322998,1.1088283061981201
73,0.375,1.3390802145004272,0.5762050747871399,1.1097382307052612
74,0.5203821659088135,1.259704828262329,0.5677068829536438,1.1197015047073364
75,0.5,1.1926161050796509,0.568821370601654,1.1178785562515259
76,0.5231021642684937,1.2575773000717163,0.5718863010406494,1.1107511520385742
77,0.53125,1.2810251712799072,0.5714683532714844,1.1119723320007324
78,0.5217770338058472,1.2582632303237915,0.5731401443481445,1.110952615737915
79,0.5625,1.1713967323303223,0.5699359178543091,1.1144694089889526
80,0.5214980840682983,1.258281946182251,0.5738367438316345,1.10537588596344
81,0.5,1.390195608139038,0.5741153359413147,1.1060200929641724
82,0.5205217003822327,1.2579299211502075,0.5778768658638,1.106279969215393
83,0.5625,1.0443315505981445,0.5771802663803101,1.1064643859863281
84,0.5271820425987244,1.2531988620758057,0.5661744475364685,1.1312063932418823
85,0.5625,1.166887879371643,0.5657564997673035,1.1321580410003662
86,0.5221954584121704,1.251830816268921,0.5792700052261353,1.1042084693908691
87,0.46875,1.2684128284454346,0.5787127614021301,1.1056787967681885
88,0.5256826281547546,1.2461349964141846,0.5649206042289734,1.1303631067276
89,0.46875,1.1606311798095703,0.5639454126358032,1.132737398147583
90,0.5258569717407227,1.2479846477508545,0.5619949698448181,1.1416606903076172
91,0.46875,1.2090191841125488,0.560741126537323,1.1444648504257202
92,0.5246015787124634,1.2463123798370361,0.5707718133926392,1.1068463325500488
93,0.4375,1.3738332986831665,0.5727221965789795,1.103838324546814
94,0.5247410535812378,1.2416903972625732,0.5813596844673157,1.1064263582229614
95,0.5,1.3565669059753418,0.5824742317199707,1.1050394773483276
96,0.530564546585083,1.2417100667953491,0.5795485973358154,1.0913125276565552
97,0.53125,1.0954806804656982,0.5799665451049805,1.090970516204834
98,0.5319245457649231,1.2433927059173584,0.5816383361816406,1.1132030487060547
99,0.5,1.2946720123291016,0.5817776322364807,1.1157184839248657
